business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,url,lat,lng
OPERATIONAL,"Barbaros Mah. Mor Sümbül Sok. Teknik Yapı Deluxia Palace No: 5/A Kat 6 Daire 171, 34746 Ataşehir/İstanbul, Turkey","{'location': {'lat': 40.9950558, 'lng': 29.0995208}, 'viewport': {'northeast': {'lat': 40.99623172989271, 'lng': 29.10064342989272}, 'southwest': {'lat': 40.99353207010727, 'lng': 29.09794377010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diyetisyen Arzu Gökmen Yamanel,{'open_now': False},"[{'height': 408, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117660848863628441693"">A Google User</a>'], 'photo_reference': 'Aap_uEDwDuxbDbzomcAnjg6u6BvFbFbdG6Wu2bhVJ3DbpQHe3QOMii8vzHQs4xiN5NzIFIo_KqlrL4-hFZnZsM6HBdZQcHGJBpGOtuDb2jClfANIVYOdIsOoxvgggQLb1dIS-4dfB9WjDf5kgYHJgZWSPwIMq3A6fYaR0ufQlLt6wfa2lv6E', 'width': 508}]",ChIJJ0fIlA7HyhQRJjI_JegVsyc,"{'compound_code': 'X3WX+2R Ataşehir, İstanbul', 'global_code': '8GGFX3WX+2R'}",5.0,ChIJJ0fIlA7HyhQRJjI_JegVsyc,"['health', 'point_of_interest', 'establishment']",3,,https://www.google.com/maps/place/?q=place_id:ChIJJ0fIlA7HyhQRJjI_JegVsyc,40.9785583,28.874756
OPERATIONAL,"Barbaros Mah, Mor Sumbul Sokagi No:5 D:aire:295, 34746 Ataşehir/İstanbul, Turkey","{'location': {'lat': 40.995531, 'lng': 29.100568}, 'viewport': {'northeast': {'lat': 40.99682452989273, 'lng': 29.10192182989272}, 'southwest': {'lat': 40.99412487010728, 'lng': 29.09922217010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diyetisyen Ayşe Ölmez Akarca,{'open_now': False},,ChIJlWh6ki_HyhQRxqMRjBrzblE,"{'compound_code': 'X4W2+66 Ataşehir, İstanbul', 'global_code': '8GGFX4W2+66'}",5.0,ChIJlWh6ki_HyhQRxqMRjBrzblE,"['health', 'point_of_interest', 'establishment']",12,,https://www.google.com/maps/place/?q=place_id:ChIJlWh6ki_HyhQRxqMRjBrzblE,40.98475639999999,28.8726844
OPERATIONAL,"Barbaros, Deluxia Palas, Mor Sumbul Sokagi No:5, 34746 Ataşehir/İstanbul, Turkey","{'location': {'lat': 40.995666, 'lng': 29.0995539}, 'viewport': {'northeast': {'lat': 40.99708742989272, 'lng': 29.10100927989273}, 'southwest': {'lat': 40.99438777010728, 'lng': 29.09830962010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diyetisyen Beste Alimert Altunörs,{'open_now': False},"[{'height': 320, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108890756289351626370"">A Google User</a>'], 'photo_reference': 'Aap_uEBzJXzB5CymhU31Bfs1gM2cQy0rsVmC65z_hudmqLx2PlHcwRIdtlyIZwIrA_36hL1PkkVv8EiCgI0KKSuEaHGIVb_NorwaaiQp74Jyh_hDv1N-EyWrIEZHistcCEmdCkj5iuDK1p2lMGXWyKM2HupS-RrDZ6oNezRq1rTTGk4MDR4d', 'width': 320}]",ChIJx9Lr6SbHyhQRe9TSTr3AjvE,"{'compound_code': 'X3WX+7R Ataşehir, İstanbul', 'global_code': '8GGFX3WX+7R'}",0.0,ChIJx9Lr6SbHyhQRe9TSTr3AjvE,"['health', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJx9Lr6SbHyhQRe9TSTr3AjvE,41.008236,28.9783592
OPERATIONAL,"Barbaros, DELUXİA PALACE, Mor Sumbul Sokagi NO:5 D:AİRE:155, 34750 Ataşehir/İstanbul, Turkey","{'location': {'lat': 40.995531, 'lng': 29.100568}, 'viewport': {'northeast': {'lat': 40.99682452989273, 'lng': 29.10192182989272}, 'southwest': {'lat': 40.99412487010728, 'lng': 29.09922217010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diyetisyen Başak Göksel Beslenme ve Diyet Danışmanlığı,{'open_now': False},"[{'height': 437, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113094022341319594011"">A Google User</a>'], 'photo_reference': 'Aap_uEDrEcCLH7fyIawRwBTv8TVAxY-RECcv7QqycCR2evuemcwk_ddSbAJu1_L5DqeJKvbcM_kGSkmTKfQHIqFb7ISNvnKx1xdExsK21BmWnxY2wMS4jnpzBgOPvbmrSPP7v0lwUbODjw_fHkprTesCPRBj44IKihPwOCBGQbbNchykXW73', 'width': 436}]",ChIJHUmKL5jHyhQRy-EyOg1m4zY,"{'compound_code': 'X4W2+66 Ataşehir, İstanbul', 'global_code': '8GGFX4W2+66'}",5.0,ChIJHUmKL5jHyhQRy-EyOg1m4zY,"['health', 'point_of_interest', 'establishment']",8,,https://www.google.com/maps/place/?q=place_id:ChIJHUmKL5jHyhQRy-EyOg1m4zY,40.9949991,28.8692227
OPERATIONAL,"Göztepe, Merdivenköy Mahallesi, Hızırbey Cd. No:180, 34730 Kadıköy/İstanbul, Turkey","{'location': {'lat': 40.9829179, 'lng': 29.0651767}, 'viewport': {'northeast': {'lat': 40.98432502989272, 'lng': 29.06656947989272}, 'southwest': {'lat': 40.98162537010727, 'lng': 29.06386982010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diyetisyen Tuğçe ÇALIK l EMS Spor Stüdyosu,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101651516930872570264"">A Google User</a>'], 'photo_reference': 'Aap_uEAm4ZoRSRqxwhny3hP0LnX3Y_c-LY1lBtdH5TNq2kamNmsR6I6Mcumvgdpaq7ZUFpul1S1xH1G_B8yh5l1rWm_7cd0H9jpYhc-QmOdtuc4E2r00GVgAVEsCy2kLsShEwEnl1vqF2jrymghYSMjcNjUu6i_Z92ShMF6I7U1XLN3hdPgb', 'width': 4032}]",ChIJSektYKzHyhQRgi3AixEfNv0,"{'compound_code': 'X3M8+53 Kadıköy, İstanbul', 'global_code': '8GGFX3M8+53'}",5.0,ChIJSektYKzHyhQRgi3AixEfNv0,"['gym', 'health', 'point_of_interest', 'establishment']",45,,https://www.google.com/maps/place/?q=place_id:ChIJSektYKzHyhQRgi3AixEfNv0,41.026185,28.872089
OPERATIONAL,"Barbaros, Barbaros Mah. Sarkac Sk. Ağaoğlu Myprestige Kat:10 No:83-84, 34746 Ataşehir/İstanbul, Turkey","{'location': {'lat': 40.99197729999999, 'lng': 29.1029347}, 'viewport': {'northeast': {'lat': 40.99331942989272, 'lng': 29.10427617989272}, 'southwest': {'lat': 40.99061977010728, 'lng': 29.10157652010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dietician Şefika Aydın Selçuk - Şefdiyet Diet and Nutrition Counseling,{'open_now': False},,ChIJRzmaGibGyhQRzoWM3iAUgEM,"{'compound_code': 'X4R3+Q5 Ataşehir, İstanbul', 'global_code': '8GGFX4R3+Q5'}",5.0,ChIJRzmaGibGyhQRzoWM3iAUgEM,"['health', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJRzmaGibGyhQRzoWM3iAUgEM,41.0595983,28.913776
OPERATIONAL,"Küçükbakkalköy, Flora Rezidans, Defne Sk No:1 D:303, 34750 Ataşehir/İstanbul, Turkey","{'location': {'lat': 40.9806031, 'lng': 29.1031155}, 'viewport': {'northeast': {'lat': 40.98214937989272, 'lng': 29.10461292989272}, 'southwest': {'lat': 40.97944972010727, 'lng': 29.10191327010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Diyetisyen Ebru ÇAĞIL, Diyetisyen ve Beslenme Uzmanı",{'open_now': False},,ChIJySEp--7HyhQRJkq3zig3QoQ,"{'compound_code': 'X4J3+66 Ataşehir, İstanbul', 'global_code': '8GGFX4J3+66'}",0.0,ChIJySEp--7HyhQRJkq3zig3QoQ,"['health', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJySEp--7HyhQRJkq3zig3QoQ,41.0485906,28.992936
OPERATIONAL,"Küçükbakkalköy, Vedat Günyol Cd. No:4, 34750 Ataşehir/İstanbul, Turkey","{'location': {'lat': 40.98004840000001, 'lng': 29.104084}, 'viewport': {'northeast': {'lat': 40.98141427989273, 'lng': 29.10529197989272}, 'southwest': {'lat': 40.97871462010728, 'lng': 29.10259232010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Dyt. Arzu Vural, Diyetisyen",,"[{'height': 397, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103342698689966451376"">A Google User</a>'], 'photo_reference': 'Aap_uECNHUPQCfQTEjvMZjgmw9A4XB9Mx0BnVQQMT5QiEBa1PD7ai8B00xNdmOsPcP0smerCCQQd9mKw2pODgspWrcVY4BmUYOCXwoDhSyKn8G_bHPi9Ks93zx7RXzXG31SVo_KFirMBsCVr_6CGbm5lh2XlyURcXPLLyjkvGZKw1dQHyOuK', 'width': 530}]",ChIJS4uGFeDHyhQRP0YDHnXHGFE,"{'compound_code': 'X4J3+2J Ataşehir, İstanbul', 'global_code': '8GGFX4J3+2J'}",0.0,ChIJS4uGFeDHyhQRP0YDHnXHGFE,"['health', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJS4uGFeDHyhQRP0YDHnXHGFE,41.0673166,28.8967212
OPERATIONAL,"Caddebostan, 34728 Kadıköy/İstanbul, Turkey","{'location': {'lat': 40.9818775, 'lng': 29.0576101}, 'viewport': {'northeast': {'lat': 40.98320072989272, 'lng': 29.05902732989272}, 'southwest': {'lat': 40.98050107010727, 'lng': 29.05632767010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Dyt. Selim Birinci, Diyetisyen",,"[{'height': 530, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108532270151414879132"">A Google User</a>'], 'photo_reference': 'Aap_uEBkmUvM8wYq639VSXqdUZdyVYgCXuWe9HwBOVHQ7f_WspTgG7tZNvKpmzPuaiEqmC1QLeJkRyEcUDjP8j9I99m9dG5LNhBcT8HFWf2T-DgGIhD4-wwziWWWDz9KAG_lMT_9yuGAG0TpFmWWn-YsXaaciwzKt1G4pxpKy6TObckGtCI', 'width': 418}]",ChIJq0bJYSTHyhQRa3bJ3gvhG_s,"{'compound_code': 'X3J5+Q2 Kadıköy, İstanbul', 'global_code': '8GGFX3J5+Q2'}",0.0,ChIJq0bJYSTHyhQRa3bJ3gvhG_s,"['health', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJq0bJYSTHyhQRa3bJ3gvhG_s,41.0648334,28.8992307
OPERATIONAL,"Merdivenköy, Merdivenköy, E5 Üzeri, 23 Nisan Sokagi No:17, 34732 Kadıköy/İstanbul, Turkey","{'location': {'lat': 40.97683929999999, 'lng': 29.083723}, 'viewport': {'northeast': {'lat': 40.97816632989272, 'lng': 29.08505467989272}, 'southwest': {'lat': 40.97546667010727, 'lng': 29.08235502010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diyetisyen Duygu Yıldırım - Medical Park Göztepe Hastanesi,,"[{'height': 320, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117301960939630862806"">A Google User</a>'], 'photo_reference': 'Aap_uECZsS6JJCrgO9iTec1pwAzPIxaIWNu5HoeNRx7Ns-E1JLJy8IIju3z-J27K8D2C74mPQb4OF1fqTuDuU1cSsqGTJjGpSu2Mt_DllrlhuoIFgOlQ-e0auUcS4A-8DogEyUyzVsVxpv00G84ucVEuLuFIhl5rVRdSAXyRsp2wlb8UAFtu', 'width': 320}]",ChIJKabnlS_HyhQRxgCezfIDRqs,"{'compound_code': 'X3GM+PF Kadıköy, İstanbul', 'global_code': '8GGFX3GM+PF'}",5.0,ChIJKabnlS_HyhQRxgCezfIDRqs,"['health', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJKabnlS_HyhQRxgCezfIDRqs,40.993828,28.8697424
OPERATIONAL,"Merdivenköy Mah. Ressam Salih Erimez Cad. Uğur Apt. Kat:1 No:3/4 Kadıköy, 34732 Kadıköy/İstanbul, Turkey","{'location': {'lat': 40.9840222, 'lng': 29.0616596}, 'viewport': {'northeast': {'lat': 40.98533657989272, 'lng': 29.06303227989272}, 'southwest': {'lat': 40.98263692010728, 'lng': 29.06033262010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Uzman Diyetisyen Şeyma KAVUNCUOĞLU,{'open_now': False},"[{'height': 266, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103199803460281359196"">A Google User</a>'], 'photo_reference': 'Aap_uEAXNYWnQ69DEnrZkcj7hjyd-sDMXRemiwQPbwkWlXx_Fo4X2MB1xKlwbgGPqMHS_275htkOVWsCV34tIzpUiW-Rc3dPVIZSw8vINRFiOsAm1CGGkEuDs7vLY-_RuA8ZdVITpwBy4vf_Rd2cLAIrvi5CVmFFPX9SG-U_qBoytb3neci3', 'width': 573}]",ChIJ3fFaaK7HyhQR86BsLaGYinY,"{'compound_code': 'X3M6+JM Kadıköy, İstanbul', 'global_code': '8GGFX3M6+JM'}",5.0,ChIJ3fFaaK7HyhQR86BsLaGYinY,"['health', 'point_of_interest', 'establishment']",6,,https://www.google.com/maps/place/?q=place_id:ChIJ3fFaaK7HyhQR86BsLaGYinY,41.0207482,28.8667088
OPERATIONAL,"Küçükbakkalköy Mahallesi, Vedat Günyol Caddesi, Defne Sokak No: 1 Flora Residence, Kat: 7, Daire: 705, 34750 Ataşehir/İstanbul, Turkey","{'location': {'lat': 40.98067530000001, 'lng': 29.10310419999999}, 'viewport': {'northeast': {'lat': 40.98219612989271, 'lng': 29.10458247989272}, 'southwest': {'lat': 40.97949647010727, 'lng': 29.10188282010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diyetisyen Mevhibe Erkek,{'open_now': False},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114138334871880610986"">A Google User</a>'], 'photo_reference': 'Aap_uEB-0vY84GPWoL6-mqZJk8wJBZn6j66eubzwmIkLDsV42hxw4gOxyy1MQK4C9s-d9q_-WXO3cOQv9njDssRgQ_qaurOdYxmUltKA02r2oe4vz2BIrdL-CfmpGmVW-jlQMekTUsgfuQKKZaxBCb1U4HmdQ8cZ2bTVv8oXCkt1U4S4FOJR', 'width': 1920}]",ChIJQY5lHfzHyhQRYNh8rSQZyh0,"{'compound_code': 'X4J3+76 Ataşehir, İstanbul', 'global_code': '8GGFX4J3+76'}",5.0,ChIJQY5lHfzHyhQRYNh8rSQZyh0,"['health', 'point_of_interest', 'establishment']",9,,https://www.google.com/maps/place/?q=place_id:ChIJQY5lHfzHyhQRYNh8rSQZyh0,41.04371099999999,28.879688
OPERATIONAL,"Küçükbakkalköy, Vogue Business Center, Rüya Sk. No:12-18 D:Kat:8, 34750 Ataşehir/İstanbul, Turkey","{'location': {'lat': 40.9813594, 'lng': 29.1074957}, 'viewport': {'northeast': {'lat': 40.98273152989272, 'lng': 29.10868052989272}, 'southwest': {'lat': 40.98003187010728, 'lng': 29.10598087010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Olcay Barış Beslenme ve Eğitim Danışmanlık Merkezi,{'open_now': False},"[{'height': 888, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100773668501157304898"">A Google User</a>'], 'photo_reference': 'Aap_uEAyDJgKgnafF6UXuG-FYq2reA6e1SBrkIjU4dS12j79Cgjj3to_8c6L_XeCqPFKiHndnjI03bFnl6cz4FboBzxMn3aQMCBEzwTtZS4ocI4SW1I6JMLmfzMIg3IBIv-nO24V19EvZDy5NKEt5Jutom5picWW1DDhkHmxZs4HxpklND3_', 'width': 1334}]",ChIJ3yhB_m0ruRQRwEsEfV-XygU,"{'compound_code': 'X4J4+GX Ataşehir, İstanbul', 'global_code': '8GGFX4J4+GX'}",5.0,ChIJ3yhB_m0ruRQRwEsEfV-XygU,"['health', 'point_of_interest', 'establishment']",37,,https://www.google.com/maps/place/?q=place_id:ChIJ3yhB_m0ruRQRwEsEfV-XygU,41.0572057,28.9135133
OPERATIONAL,"Akasya Acıbadem Kule Blok A1 Giriş Kat 25 No:137, 34674 Üsküdar/İstanbul, Turkey","{'location': {'lat': 41.00274659999999, 'lng': 29.0550022}, 'viewport': {'northeast': {'lat': 41.00409642989271, 'lng': 29.05635202989272}, 'southwest': {'lat': 41.00139677010726, 'lng': 29.05365237010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Dyt. Simay Duvan, Diyetisyen",,"[{'height': 530, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108528602741854839903"">A Google User</a>'], 'photo_reference': 'Aap_uEDMQ6US8QH-40Fp738iDAycbmZ4D4r4GOWgXIId5BfsycCMv32Y7BqWpDB13M75uQar476m-qYyDoFG6DTRi0kQxm-XF1VEoORXJFhK-G7vhi3jOCS5KUHW1LXS8oauOInqse4RYVEw7T38txvVwhFFUM4AHKA3aLZwAd5yrKhyeKcH', 'width': 529}]",ChIJDToh5DzHyhQR7i_pYy9-HBI,"{'compound_code': '2334+32 Üsküdar, İstanbul', 'global_code': '8GHF2334+32'}",0.0,ChIJDToh5DzHyhQR7i_pYy9-HBI,"['health', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJDToh5DzHyhQR7i_pYy9-HBI,40.9777569,28.87387709999999
OPERATIONAL,"Caddebostan, Caddebostan Mahallesi Bağdat Caddesi Cemil Paşa Apt, D:No:310 D:7, 34728 İstanbul, Turkey","{'location': {'lat': 40.96697959999999, 'lng': 29.0679649}, 'viewport': {'northeast': {'lat': 40.96833332989272, 'lng': 29.06930692989273}, 'southwest': {'lat': 40.96563367010727, 'lng': 29.06660727010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diyetisyen Ceren Odabaşıoğlu,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116445653710180142111"">A Google User</a>'], 'photo_reference': 'Aap_uEDKLlpnURrk_fkRZwGDLsXZ0l2KX7UMgSbabBnbxIE_pOidK0A1eJf3zGo8d6vj4nzbsIMGHtDeTEP2AEz0F8a1BnR2ZsjIld4HM0R2eKxkjs8kFlNZLadW0i7gMJNDA8alwPZN6uf5HN4GgsyVeoMrrZhuKB-qhvGYdS6fLqhSo2J-', 'width': 3024}]",ChIJI1josPXHyhQRDaqmxD8QKtM,"{'compound_code': 'X389+Q5 Kadıköy, İstanbul', 'global_code': '8GGFX389+Q5'}",4.7,ChIJI1josPXHyhQRDaqmxD8QKtM,"['health', 'point_of_interest', 'establishment']",14,,https://www.google.com/maps/place/?q=place_id:ChIJI1josPXHyhQRDaqmxD8QKtM,40.9783687,28.8728045
OPERATIONAL,"Kozyatağı, Bayar Cd., 34742 Kadıköy/İstanbul, Turkey","{'location': {'lat': 40.974022, 'lng': 29.0942288}, 'viewport': {'northeast': {'lat': 40.97535542989272, 'lng': 29.09561427989273}, 'southwest': {'lat': 40.97265577010727, 'lng': 29.09291462010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Dyt. Rana Yücel, Diyetisyen",,"[{'height': 518, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109686343364461294962"">A Google User</a>'], 'photo_reference': 'Aap_uEBrr7ueA-sBS1NI5fVo4XmiQCu0vTpe1wly7Au_Ib9WiCRcj7rU47pWlslWCZe2IA9a5nAjBk6pRZfZ3vuaQ_t1amVuZT44cIY0hUPscoU9oS4oSkbLAXF3cP0sJ8TjPhvBipyW-85U58b5jmmc7Y0v-OgHsvSY0FRJ_j8bWxImiQ0I', 'width': 341}]",ChIJj3YpKgzHyhQRj1SFB6cZt3I,"{'compound_code': 'X3FV+JM Kadıköy, İstanbul', 'global_code': '8GGFX3FV+JM'}",0.0,ChIJj3YpKgzHyhQRj1SFB6cZt3I,"['health', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJj3YpKgzHyhQRj1SFB6cZt3I,40.9763192,28.8734291
OPERATIONAL,"Caddebostan, Bağdat Cd. No:238, 34728, 34728 Kadıköy/İstanbul, Turkey","{'location': {'lat': 40.972257, 'lng': 29.057837}, 'viewport': {'northeast': {'lat': 40.97370552989272, 'lng': 29.05927562989272}, 'southwest': {'lat': 40.97100587010728, 'lng': 29.05657597010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Uzman Diyetisyen Hilal Karaca,{'open_now': False},"[{'height': 609, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109822059168034318704"">A Google User</a>'], 'photo_reference': 'Aap_uEADPMeu5BBpgs5bcwYHeNazZViUYSwoUhIYr_nqHbXzIX1zDvlzSXDVrvbsmnepekjkvQvi569r5BLfbHp0-0cCMvD4Fwn8abmnTx2PjpS3MPOJB-qhWKUmwveVPZAqlNl_rmUEVFDLAy7qOFbXtv7-2moq81qtQ38nsO9fjm1jTiTW', 'width': 1080}]",ChIJv431Ox3HyhQREFgLb-F2uWU,"{'compound_code': 'X3C5+W4 Kadıköy, İstanbul', 'global_code': '8GGFX3C5+W4'}",5.0,ChIJv431Ox3HyhQREFgLb-F2uWU,"['health', 'point_of_interest', 'establishment']",13,,https://www.google.com/maps/place/?q=place_id:ChIJv431Ox3HyhQREFgLb-F2uWU,40.9812074,28.8706375
OPERATIONAL,"Rıfat Bey Sk. No:2,Caddebostan,34728 Kadıköy/İstanbul, Kat:3, 34728 KADİKÖY/İstanbul, Turkey","{'location': {'lat': 40.9695232, 'lng': 29.0642207}, 'viewport': {'northeast': {'lat': 40.97092602989272, 'lng': 29.06563812989272}, 'southwest': {'lat': 40.96822637010728, 'lng': 29.06293847010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Uzman Diyetisyen Pınar Kural Enç Beslenme Danışmanlığı,,"[{'height': 967, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108669044980127654613"">Pınar Kural ENÇ Beslenme ve Diyet Danısmanlığı</a>'], 'photo_reference': 'Aap_uEDQPJG-UIHBna2BlTAEaP6SvOCkosyWHo-i2aNXwK95vQMFNvaWQV6QSDg6ZwDl0l8DgkIb8tokVBm8Ua48NGRDtSso1bT-rNEl_fGITBLh494wp7SBfJgMMVBJpnMV7adGDNNQL6JLyv-Ag46VnJefiVG_rjGhpM-kemAXGa2lIHdl', 'width': 2051}]",ChIJH-S8wnXHyhQR4y-xPbQ6S44,"{'compound_code': 'X397+RM Kadıköy, İstanbul', 'global_code': '8GGFX397+RM'}",5.0,ChIJH-S8wnXHyhQR4y-xPbQ6S44,"['health', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJH-S8wnXHyhQR4y-xPbQ6S44,40.9796339,28.8724355
OPERATIONAL,"Küçükbakkalköy, Küçükbakkalköy, Denge Panorama Küçükbakkalköy Küçük, Setli Sokağı 5/9, 34758 Ataşehir/İstanbul, Turkey","{'location': {'lat': 40.9835758, 'lng': 29.1103639}, 'viewport': {'northeast': {'lat': 40.98505452989272, 'lng': 29.11151762989272}, 'southwest': {'lat': 40.98235487010728, 'lng': 29.10881797010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Fizyoterapist & Diyetisyen İsmail CERRAH,{'open_now': False},"[{'height': 1378, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102327979613807105235"">A Google User</a>'], 'photo_reference': 'Aap_uEC-9HIg80W1ECDH9MbLVSylG7W0W7wO0c28Qj49Vzzb4ravNoNA8j-oU60iVDtwhW4ZIDMOfyMf7eQ6M5KQMzFJqsQa2ftveXWEGrXJAGPF_H2FF_tNJvV5J8oDtvzLgiw0v2UKEMaoxK3RjypzNcsWqMxBB8tOtjYrkxDKDcX7I-dn', 'width': 2448}]",ChIJrcl5dJDJyhQR3up8eFp94Lk,"{'compound_code': 'X4M6+C4 Ataşehir, İstanbul', 'global_code': '8GGFX4M6+C4'}",5.0,ChIJrcl5dJDJyhQR3up8eFp94Lk,"['health', 'point_of_interest', 'establishment']",80,,https://www.google.com/maps/place/?q=place_id:ChIJrcl5dJDJyhQR3up8eFp94Lk,40.9785583,28.874756
